	sample08	sample21	sample17	sample22	sample15	sample12	sample13	sample14	sample16	sample57	sample61	sample62	sample63	sample59	sample69	sample65	sample66	sample68	sample75	sample70	sample55	sample72	sample73	sample74	sample76	sample78	sample83	sample24	sample25	sample27	sample29	sample36	sample18	sample23	sample20	sample26	sample28	sample19	sample33	sample37	sample38	sample39	sample30	sample34	sample31	sample32	sample84	sample81	sample85	sample82	sample87	sample80	sample90	sample46	sample93	sample40	sample03	sample35	sample41	sample42	sample05	sample01	sample02	sample50	sample07	sample04	sample91	sample06	sample45	sample43	sample09	sample10	sample49	sample54	sample53	sample79	sample52	sample11
Root;p__Bacteroidetes;c__Flavobacteria	0.0	0.000319488817891	0.0	0.0	0.0	0.00163114397564	0.000692589294548	0.00284398699892	0.0050761421319799995	0.0	0.0	0.000787835815016	0.00367197062424	0.0	0.0022471910112399998	0.0	0.00021114864864900002	0.000114850120593	0.0	0.0030971032975	0.000188270733315	0.00203167326526	0.0	0.00033950093362800006	0.00168837433671	0.000960614793468	0.00033506449991599997	0.00046104195481800003	0.0	0.0	0.00024682216463	0.000133850890108	0.00022542831379599996	0.000396667988893	0.00123762376238	5.12689054089e-05	0.004461629982149999	0.013790532985499999	0.0030695770804899996	0.000864603147155	0.0009704027171280001	0.000620578379049	0.00014590020426	0.00193955067076	0.00247483913546	0.000250187640731	0.00198955483711	0.0	0.0	0.0005861664712780001	0.0030850594975799996	0.00044355732978500006	0.0	0.00138260432378	0.0	0.000414318859794	0.000348675034868	0.0023773006135	0.0006674082313679999	0.00521702838063	0.00226090888537	0.000279524807827	0.00523468853603	0.00031708283789099996	0.000492085622898	0.00037582681900199996	0.0008128759551289999	0.0004242681374630001	0.0005819270097259999	0.000706396095556	0.00024003840614500002	0.00018989745537400002	0.0	0.0	0.00710978835979	0.0	0.000366501740883	0.000273747604708
Root;p__Bacteroidetes;c__Sphingobacteria	0.0	0.0	0.0	0.0	0.000805477245268	0.000652457590257	0.000494706638963	0.0008125677139760001	0.00041157909178199994	0.0	0.0	0.0	0.0006799945600440001	0.0	0.0	0.00120272617934	0.0	0.0	0.0	0.0	0.00037654146662899996	0.000156282558866	0.0	0.000509251400441	0.00024119633381599996	0.0	0.0	0.000553250345781	0.0	0.0	0.0	0.000133850890108	0.0	0.0	0.0006188118811880001	0.0	0.0	9.31792769288e-05	0.000113688040018	8.64603147155e-05	0.0	0.0	0.0	0.0	0.0004949678270909999	0.0	0.00033159247285099997	0.000218245307726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011622501162299999	0.0	0.00029662588060799995	0.000208681135225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004242681374630001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Firmicutes;c__Bacilli	0.0969859017987	0.186900958466	0.274678111588	0.367178276269	0.35360451067299997	0.172792518486	0.09933709310380001	0.303358613218	0.12004390177000002	0.171287128713	0.036393943603300005	0.31481919168	0.106215150279	0.818916886047	0.297752808989	0.0773753842042	0.147592905405	0.115079820834	0.107994389902	0.242667152487	0.0735197213593	0.101531569077	0.27910052910100003	0.101680529621	0.371442354076	0.25424271533799997	0.217624392696	0.19474412171500002	0.119042340944	0.226996676979	0.5959521165	0.28537009771099997	0.25879170423799996	0.15628718762399998	0.371905940594	0.20610099974399998	0.27870315288499997	0.34839731643700006	0.18997271487	0.32725229119800003	0.112566715187	0.385999751769	0.0834549168369	0.393243898497	0.328163669361	0.05941956467349999	0.186023377269	0.389567874291	0.070772474025	0.66735052755	0.09299250771260001	0.11865158571699999	0.331064473435	0.391151332328	0.233576642336	0.214948624461	0.331706183171	0.08044478527610001	0.279569892473	0.275980801336	0.124802170473	0.12438853948300001	0.168731460478	0.18152992469300003	0.0343639793324	0.693550811786	0.16924077385800002	0.168717295998	0.387397123618	0.0275494477267	0.34535525684100005	0.14622104063799998	0.10174216027899999	0.250154416306	0.271246693122	0.14621848739499999	0.239234011362	0.600054749521
Root;p__Firmicutes;c__Clostridia	0.0486955112624	0.0889776357827	0.008755364806870001	0.0125934671389	0.15142972211	0.231948673336	0.051845255763300006	0.010021668472399999	0.027712992180000003	0.161386138614	0.0705653562995	0.0559363428661	0.0259757921937	0.00338473110192	0.09213483146069999	0.015100895362799998	0.0922719594595	0.022395773515599997	0.00857098332554	0.0402623428676	0.0178857196649	0.05693894561369999	0.0147392290249	0.022237311152599998	0.0151953690304	0.110310598783	0.00167532249958	0.048317196864900006	0.0873420527599	0.0817004698063	0.00345551030483	0.0857984205595	0.013300270514	0.0911014147825	0.0600247524752	0.022353242758299998	0.021415823914299997	0.0382035035408	0.0530923146885	0.189434549542	0.009097525473069999	0.0377311654462	0.0903122264371	0.012283820914799999	0.0838145520541	0.09019264448339999	0.00721213628451	0.023352247926699998	0.033278120764900006	0.008206330597890001	0.118995152049	0.102239964515	0.009831726224239999	0.11965811965800001	0.003910323253389999	0.051955585018199996	0.021327289632700003	0.181671779141	0.06837226548019999	0.046535893155300004	0.0468008139272	0.036058700209599996	0.0547897400105	0.109631391201	0.09234806856389999	0.00293144918821	0.0300764103398	0.00579833121199	0.0571951118131	0.00635756486001	0.00870139222276	0.00968477022408	0.0037166085946599998	0.0018529956763399997	0.07151124338619999	0.0	0.00833791460509	0.0188885847249
Root;p__Proteobacteria;c__Alphaproteobacteria	8.10241451953e-05	0.00047923322683699995	0.0017167381974200003	0.0	0.073701167942	0.0061983471074399995	0.000593647966756	0.000677139761647	0.0012347372753499998	0.0029702970297	0.000555632726768	0.000630268652013	0.0027199782401700003	0.0011282437006400001	0.0179775280899	0.000668181210744	0.00105574324324	0.0005168255426669999	0.0007791803023220001	0.0016396429222100002	0.00207097806646	0.0058866430506400004	0.00188964474679	0.00101850280088	0.00265315967197	0.000960614793468	0.00033506449991599997	0.00470262793914	0.00110840168477	0.0008021083992210002	0.00024682216463	0.0	0.0018034265103699996	0.0	0.00216584158416	0.00092284029736	0.00029744199881	0.0010249720462200001	0.00034106412005500004	0.0011239840913	0.0009704027171280001	0.00024823135162	0.00102130142982	0.00048488766769	0.0009899356541819998	0.000500375281461	0.00116057365498	0.00174596246181	0.000150579731968	0.0117233294256	0.0017628911414700001	0.00399201596806	0.000378143316317	0.000251382604324	0.00130344108446	0.000497182631753	0.000639237563924	7.66871165644e-05	0.0008157211716719999	0.00229549248748	0.000678272665612	0.00013976240391299998	0.00209387541441	0.00023781212841900005	0.000492085622898	7.51653638004e-05	0.007478458787189999	0.0	0.0	0.000128435653737	0.0006000960153619999	0.0013292821876199998	0.000348432055749	0.014206300185300001	0.0	0.000840336134454	0.000183250870442	0.000136873802354
Root;p__Proteobacteria;c__Betaproteobacteria	0.00413223140496	0.0036741214057500002	0.00103004291845	0.0	0.0753121224325	0.005328403653760001	0.00633224497873	0.00257313109426	0.00891754698861	0.0	0.006111959994439999	0.007957141731659999	0.46090031279700006	0.0302745393005	0.06516853932580001	0.00240545235868	0.00633445945946	0.119444125416	0.00031167212092900003	0.00819821461104	0.0363362515297	0.0119816628464	0.00510204081633	0.00033950093362800006	0.0151953690304	0.0016010246557800001	0.00016753224995799998	0.06141078838169999	0.00399024606517	0.00103128222757	0.16376650623199998	0.0064248427252	0.0018034265103699996	0.0019833399444700002	0.0179455445545	0.30976672648000003	0.0086258179655	0.0314945956019	0.0974306502956	0.08153207677680001	0.0012130033964100001	0.012287451905200001	0.010650714911	0.00581865201228	0.00890942088764	0.0161371028271	0.00489098897455	0.00392841553907	0.00542087035085	0.0131887456038	0.013221683561	0.00487913062763	0.0015125732652699999	0.0095525389643	0.00417101147028	0.0531156778257	0.003079962808	0.13527607362	0.00103819058213	0.010538397328899999	0.00497399954782	0.0359189378057	0.0232071191764	0.00023781212841900005	0.0146805544165	0.00157847263981	0.038367745082099995	0.056569084995099994	0.0110566131848	0.000770613922425	0.00102016322612	0.0005696923661219999	0.00116144018583	0.029030265596	0.0031415343915300003	0.0025210084033600003	0.0475536008796	0.00314809745415
Root;p__Proteobacteria;c__Deltaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157567163003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000282406099972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205075621635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007134363852560001	0.0	0.0	0.00016257519102599998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026455026455000003	0.0	0.0	0.000136873802354
Root;p__Proteobacteria;c__Epsilonproteobacteria	0.0	0.0044728434504799994	0.0	0.0	0.0	0.000543714658547	0.0	0.000270855904659	0.0	0.0	0.0	0.0	0.000815993472052	0.0	0.0	0.0	0.0	0.0	0.00046750818139299996	0.0	0.0	0.007866222129609999	0.0	0.0	0.0	0.00400256163945	0.0	0.0007376671277090001	0.0	0.0	0.0	0.00548788649445	0.0	0.000132222662964	0.0009282178217819999	0.0	0.0	0.0008386134923589999	0.0013642564802200002	0.00172920629431	0.0	0.0	0.0	0.000323258445127	0.00016498927569700002	0.0	0.0	0.0010912265386300002	0.0	0.0	0.000440722785368	0.0008871146595700001	0.0	0.000502765208648	0.0	0.0	0.0	0.024463190184	0.00022246941045599996	0.000626043405676	0.0	0.0	0.0	0.0	0.0008201427048310001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Proteobacteria;c__Gammaproteobacteria	0.000810241451953	0.10878594249199999	0.16806866952799998	0.00118063754427	0.055980668546099996	0.0923227490213	0.050460077174199994	0.0033856988082299998	0.0024694745506900003	0.08811881188120001	0.336296707876	0.0107933506657	0.006663946688430001	0.00131628431741	0.015730337078700002	0.548042229053	0.5130912162160001	0.0575973354772	0.510986442263	0.00346146839133	0.00508330979949	0.0305792873515	0.00907029478458	0.0052622644712299995	0.0417269657501	0.150656420109	0.0013402579996600003	0.00599354541263	0.00421192640213	0.06485619342269999	0.00123411082315	0.0603667514389	0.00270513976555	0.012032262329799998	0.0250618811881	0.014662906946900001	0.0577037477692	0.118058143869	0.0378581173261	0.00734912675082	0.0053372149442	0.09457614496710001	0.0049606069448500005	0.328268951026	0.0107243029203	0.20840630472899999	0.208986156014	0.0006547359231779999	0.000150579731968	0.0102579132474	0.09739973556630001	0.00554446662231	0.00207978823974	0.0340623428859	0.0033889468196	0.00016572754391799998	0.0025569502556999995	0.0027607361963200004	0.00252131998517	0.0286936560935	0.0167307257518	0.000978336827393	0.021287733379900003	0.0212445501387	0.00754531288444	0.0030066145520100005	0.00292635343847	0.713901852638	0.00166264859922	0.524338556383	0.016562650024	0.0210786175465	0.257142857143	0.0852378011118	0.0038029100529100002	0.021848739495799997	0.0009162543522080001	0.132356966877
Root;p__Tenericutes;c__Erysipelotrichi	0.0	0.000159744408946	0.00103004291845	0.0	0.0	0.0007612005219660001	0.000197882655585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41353666573e-05	0.0	0.0	0.0	0.000482392667631	0.0	0.0	0.0	0.00022168033695400003	0.0	0.000493644329261	0.0	0.0	0.0	0.0	0.0	0.0	0.00018635855385799998	0.0	0.00146982535016	0.000363901018923	0.0	0.0018967026553800002	0.0	0.00032997855139400004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.415647015199999e-05	0.0	0.0	0.0	0.00034897923573500006	0.0	8.20142704831e-05	0.00015033072760100002	0.0	0.0	0.0	0.0	0.000540086413826	0.0	0.0	0.0	0.0	0.0	0.0	0.000136873802354
Root;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.000652457590257	0.0	0.000135427952329	0.0	0.0	0.0	0.000630268652013	0.000135998912009	0.000188040616773	0.00674157303371	0.0	0.0	0.0	0.0	0.0012752778283800002	0.0018827073331500002	5.20941862888e-05	0.0013227513227500002	0.0	0.0	0.0	0.0	0.000184416781927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030761343245300004	0.0	0.0	0.00295588904047	0.0	0.0	0.0	0.00043770061278099995	0.0	0.0	0.0	0.0	0.0	0.0	0.00175849941383	0.0	0.0	0.0	0.000125691302162	0.0	0.0	0.0	0.0	0.0	0.000313021702838	0.0	0.0	0.0	0.0	8.20142704831e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.000243072435586	0.0	0.0	0.0	0.000402738622634	0.0022836015659	0.0	0.0	0.00013719303059399996	0.0	0.0	0.000157567163003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016010246557799997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31792769288e-05	0.0030695770804899996	0.0015562856648800001	0.00012130033964100001	0.0	0.00029180040852099995	0.0009697753353810001	0.00016498927569700002	0.0	0.0	0.0006547359231779999	0.0	0.0	0.000881445570736	0.0008871146595700001	0.0	0.000251382604324	0.000260688216893	0.0	0.0	0.000306748466258	7.415647015199999e-05	0.000208681135225	0.0	0.0	0.0	0.0	0.000164028540966	0.00015033072760100002	0.0	0.0	0.00016626485992200004	0.00019265348060599997	0.00030004800768099996	0.0	0.0	0.0	0.0	0.0	9.16254352208e-05	0.0
Root;p__Firmicutes;c__Bacilli;o__Bacillales	0.0918003565062	0.174600638978	0.146266094421	0.35458480913	0.287152637938	0.0354501957373	0.0714356386663	0.091684723727	0.11140074084200001	0.168316831683	0.0154188081678	0.0831166784842	0.100095199238	0.814968033095	0.256179775281	0.0231190698918	0.137880067568	0.112840243482	0.005610098176720001	0.139187465841	0.06871881765980001	0.0840800166701	0.160052910053	0.07706671193350001	0.303666184274	0.184438040346	0.211593231697	0.109727985247	0.10529816005300001	0.224246591039	0.590398617796	0.257796814349	0.253606853021	0.14227158535	0.347153465347	0.179389900026	0.0797144556811	0.248602310846	0.0496816734879	0.160470344112	0.047307132460000005	0.0417028670721	0.0780566092793	0.330855018587	0.29384590001600003	0.0570427820866	0.0925971980436	0.38018332605800004	0.06580334287	0.630422039859	0.016747465844	0.046351740962500006	0.330119115145	0.297511312217	0.009384775808129998	0.199204507789	0.0677591817759	0.0148773006135	0.255469039674	0.208681135225	0.0402441781596	0.0992313067785	0.12650497295399998	0.177328577091	0.021651767407499998	0.6569452796149999	0.160786863925	0.157544901711	0.376007980713	0.0194580015412	0.344455112818	0.0734903152298	0.09837398373980001	0.219888820259	0.241898148148	0.140336134454	0.233461608943	0.597043525869
Root;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	0.0	0.0	0.0314136125654	0.00141365811222	0.00158306124468	0.00040628385698800005	0.0	0.0	0.000277816363384	0.00118175372252	0.0	0.0005641218503200001	0.0168539325843	0.00026727248429799996	0.00126689189189	0.0003445503617780001	0.0	0.000364365093824	0.000188270733315	0.00119816628464	0.000188964474679	0.000509251400441	0.00265315967197	0.0016010246557800001	0.0	0.0017519594283099999	0.0	0.0	0.000370233246946	0.000669254450542	0.0	0.0	0.00154702970297	0.000512689054089	0.0017846519928599999	0.0068020872158	0.0023874488403800003	0.00043230157357800004	0.00145560407569	0.000496462703239	0.0	0.00113140455794	0.0004949678270909999	0.0	0.00016579623642500003	0.0	0.000150579731968	0.00791324736225	0.005288673424420001	0.00199600798403	0.000378143316317	0.00867269984917	0.0	0.0	0.00046490004649	0.0009969325153370001	0.00037078235076	0.00636477462437	0.00474790865928	0.0	0.0027918338858800005	0.00015854141894600001	0.0	0.00015033072760100002	0.0	0.000707113562438	0.000831324299609	0.0006421782686869999	0.0	0.0	0.000116144018583	0.0	0.0031415343915300003	0.000840336134454	0.0	0.0
